day,type,range,value
3,S_M,1-10,0.674395161
3,S_M,11-20,0.099798387
3,S_M,21-30,0.017137097
3,S_M,31-40,0.005040323
3,S_M,41-50,0.005544355
3,S_M,51-60,0.003024194
3,S_M,61-70,0.001008065
3,S_M,71-80,0.000504032
3,S_M,81-90,0.000504032
3,S_M,91-100,0.000504032
3,S_M,>100,0.001008065
4,S_M,0,0.172609819
4,S_M,1-10,0.661498708
4,S_M,11-20,0.142118863
4,S_M,21-30,0.013953488
4,S_M,31-40,0.004134367
4,S_M,41-50,0.003100775
4,S_M,51-60,0.0
4,S_M,61-70,0.0
4,S_M,71-80,0.000516796
4,S_M,81-90,0.001033592
4,S_M,91-100,0.0
4,S_M,>100,0.001033592
5,S_M,0,0.192146597
5,S_M,1-10,0.639267016
5,S_M,11-20,0.140837696
5,S_M,21-30,0.015183246
5,S_M,31-40,0.003141361
5,S_M,41-50,0.004712042
5,S_M,51-60,0.002617801
5,S_M,61-70,0.00104712
5,S_M,71-80,0.00052356
5,S_M,81-90,0.0
5,S_M,91-100,0.00052356
5,S_M,>100,0.0
6,S_M,0,0.141752577
6,S_M,1-10,0.740206186
6,S_M,11-20,0.085051546
6,S_M,21-30,0.019072165
6,S_M,31-40,0.005154639
6,S_M,41-50,0.004123711
6,S_M,51-60,0.00257732
6,S_M,61-70,0.001546392
6,S_M,71-80,0.0
6,S_M,81-90,0.0
6,S_M,91-100,0.000515464
6,S_M,>100,0.0
7,S_M,0,0.129400099
7,S_M,1-10,0.735746158
7,S_M,11-20,0.110064452
7,S_M,21-30,0.012890431
7,S_M,31-40,0.004957858
7,S_M,41-50,0.002974715
7,S_M,51-60,0.002478929
7,S_M,61-70,0.000495786
7,S_M,71-80,0.000495786
7,S_M,81-90,0.0
7,S_M,91-100,0.000495786
7,S_M,>100,0.0
8,S_M,0,0.15748842
8,S_M,1-10,0.714873906
8,S_M,11-20,0.08389089
8,S_M,21-30,0.024704066
8,S_M,31-40,0.010293361
8,S_M,41-50,0.004117344
8,S_M,51-60,0.001544004
8,S_M,61-70,0.001029336
8,S_M,71-80,0.001029336
8,S_M,81-90,0.0
8,S_M,91-100,0.000514668
8,S_M,>100,0.000514668
9,S_M,0,0.130254281
9,S_M,1-10,0.724442138
9,S_M,11-20,0.078879087
9,S_M,21-30,0.043591074
9,S_M,31-40,0.012454593
9,S_M,41-50,0.005708355
9,S_M,51-60,0.002594707
9,S_M,61-70,0.001037883
9,S_M,71-80,0.0
9,S_M,81-90,0.0
9,S_M,91-100,0.0
9,S_M,>100,0.001037883
10,S_M,0,0.212054795
10,S_M,1-10,0.631232877
10,S_M,11-20,0.099726027
10,S_M,21-30,0.032876712
10,S_M,31-40,0.01260274
10,S_M,41-50,0.004931507
10,S_M,51-60,0.002739726
10,S_M,61-70,0.001643836
10,S_M,71-80,0.0
10,S_M,81-90,0.000547945
10,S_M,91-100,0.00109589
10,S_M,>100,0.000547945
11,S_M,0,0.170824295
11,S_M,1-10,0.728850325
11,S_M,11-20,0.079718004
11,S_M,21-30,0.011388286
11,S_M,31-40,0.004338395
11,S_M,41-50,0.002169197
11,S_M,51-60,0.000542299
11,S_M,61-70,0.000542299
11,S_M,71-80,0.000542299
11,S_M,81-90,0.000542299
11,S_M,91-100,0.000542299
11,S_M,>100,0.0
12,S_M,0,0.129225736
12,S_M,1-10,0.751908397
12,S_M,11-20,0.077971647
12,S_M,21-30,0.026172301
12,S_M,31-40,0.008178844
12,S_M,41-50,0.002726281
12,S_M,51-60,0.001635769
12,S_M,61-70,0.0
12,S_M,71-80,0.001090513
12,S_M,81-90,0.0
12,S_M,91-100,0.000545256
12,S_M,>100,0.000545256
13,S_M,0,0.142067441
13,S_M,1-10,0.693200663
13,S_M,11-20,0.129353234
13,S_M,21-30,0.021558872
13,S_M,31-40,0.012161415
13,S_M,41-50,0.001105583
13,S_M,51-60,0.000552792
13,S_M,61-70,0.0
13,S_M,71-80,0.0
13,S_M,81-90,0.0
13,S_M,91-100,0.0
13,S_M,>100,0.0
14,S_M,0,0.153977273
14,S_M,1-10,0.702272727
14,S_M,11-20,0.094886364
14,S_M,21-30,0.039204545
14,S_M,31-40,0.003977273
14,S_M,41-50,0.002840909
14,S_M,51-60,0.002272727
14,S_M,61-70,0.0
14,S_M,71-80,0.0
14,S_M,81-90,0.0
14,S_M,91-100,0.000568182
14,S_M,>100,0.0
15,S_M,0,0.116461366
15,S_M,1-10,0.774356103
15,S_M,11-20,0.084546473
15,S_M,21-30,0.016237402
15,S_M,31-40,0.003359462
15,S_M,41-50,0.001679731
15,S_M,51-60,0.001679731
15,S_M,61-70,0.001679731
15,S_M,71-80,0.0
15,S_M,81-90,0.0
15,S_M,91-100,0.0
15,S_M,>100,0.0
16,S_M,0,0.106900452
16,S_M,1-10,0.724547511
16,S_M,11-20,0.137443439
16,S_M,21-30,0.018099548
16,S_M,31-40,0.007918552
16,S_M,41-50,0.001696833
16,S_M,51-60,0.001696833
16,S_M,61-70,0.001131222
16,S_M,71-80,0.000565611
16,S_M,81-90,0.0
16,S_M,91-100,0.0
16,S_M,>100,0.0
17,S_M,0,0.162306778
17,S_M,1-10,0.70451843
17,S_M,11-20,0.101664685
17,S_M,21-30,0.020808561
