day,type,range,value
7,N_T,41-50,0.00594943
7,N_T,51-60,0.001983143
7,N_T,61-70,0.000495786
7,N_T,71-80,0.000991572
7,N_T,81-90,0.000495786
7,N_T,91-100,0.0
7,N_T,>100,0.000495786
8,N_T,0,0.549665466
8,N_T,1-10,0.359752959
8,N_T,11-20,0.056613484
8,N_T,21-30,0.016984045
8,N_T,31-40,0.008234689
8,N_T,41-50,0.00514668
8,N_T,51-60,0.002058672
8,N_T,61-70,0.000514668
8,N_T,71-80,0.000514668
8,N_T,81-90,0.000514668
8,N_T,91-100,0.0
8,N_T,>100,0.0
9,N_T,0,0.557861962
9,N_T,1-10,0.357550597
9,N_T,11-20,0.05345096
9,N_T,21-30,0.016087182
9,N_T,31-40,0.009340944
9,N_T,41-50,0.003113648
9,N_T,51-60,0.001037883
9,N_T,61-70,0.001037883
9,N_T,71-80,0.0
9,N_T,81-90,0.0
9,N_T,91-100,0.000518941
9,N_T,>100,0.0
10,N_T,0,0.53369863
10,N_T,1-10,0.359452055
10,N_T,11-20,0.070136986
10,N_T,21-30,0.019726027
10,N_T,31-40,0.008767123
10,N_T,41-50,0.004383562
10,N_T,51-60,0.002739726
10,N_T,61-70,0.000547945
10,N_T,71-80,0.0
10,N_T,81-90,0.000547945
10,N_T,91-100,0.0
10,N_T,>100,0.0
11,N_T,0,0.555856833
11,N_T,1-10,0.355748373
11,N_T,11-20,0.054229935
11,N_T,21-30,0.018438178
11,N_T,31-40,0.007592191
11,N_T,41-50,0.004338395
11,N_T,51-60,0.002169197
11,N_T,61-70,0.000542299
11,N_T,71-80,0.0
11,N_T,81-90,0.000542299
11,N_T,91-100,0.000542299
11,N_T,>100,0.0
12,N_T,0,0.561068702
12,N_T,1-10,0.335877863
12,N_T,11-20,0.060523446
12,N_T,21-30,0.024536532
12,N_T,31-40,0.007633588
12,N_T,41-50,0.005452563
12,N_T,51-60,0.003271538
12,N_T,61-70,0.001090513
12,N_T,71-80,0.0
12,N_T,81-90,0.0
12,N_T,91-100,0.0
12,N_T,>100,0.000545256
13,N_T,0,0.541182974
13,N_T,1-10,0.348258706
13,N_T,11-20,0.071862908
13,N_T,21-30,0.022664456
13,N_T,31-40,0.005527916
13,N_T,41-50,0.00331675
13,N_T,51-60,0.003869541
13,N_T,61-70,0.002211166
13,N_T,71-80,0.000552792
13,N_T,81-90,0.0
13,N_T,91-100,0.000552792
13,N_T,>100,0.0
14,N_T,0,0.534659091
14,N_T,1-10,0.359090909
14,N_T,11-20,0.064204545
14,N_T,21-30,0.022727273
14,N_T,31-40,0.007386364
14,N_T,41-50,0.005113636
14,N_T,51-60,0.004545455
14,N_T,61-70,0.001136364
14,N_T,71-80,0.000568182
14,N_T,81-90,0.0
14,N_T,91-100,0.000568182
14,N_T,>100,0.0
15,N_T,0,0.549272116
15,N_T,1-10,0.33762598
15,N_T,11-20,0.063269877
15,N_T,21-30,0.024076148
15,N_T,31-40,0.011758119
15,N_T,41-50,0.008398656
15,N_T,51-60,0.002239642
15,N_T,61-70,0.002799552
15,N_T,71-80,0.0
15,N_T,81-90,0.0
15,N_T,91-100,0.00055991
15,N_T,>100,0.0
16,N_T,0,0.545248869
16,N_T,1-10,0.339932127
16,N_T,11-20,0.066742081
16,N_T,21-30,0.024321267
16,N_T,31-40,0.014705882
16,N_T,41-50,0.001696833
16,N_T,51-60,0.002828054
16,N_T,61-70,0.002828054
16,N_T,71-80,0.0
16,N_T,81-90,0.001131222
16,N_T,91-100,0.0
16,N_T,>100,0.000565611
17,N_T,0,0.504756243
17,N_T,1-10,0.379904875
17,N_T,11-20,0.07372176
17,N_T,21-30,0.020214031
17,N_T,31-40,0.009512485
17,N_T,41-50,0.004756243
17,N_T,51-60,0.002972652
17,N_T,61-70,0.002378121
17,N_T,71-80,0.00059453
17,N_T,81-90,0.001189061
17,N_T,91-100,0.0
17,N_T,>100,0.0
18,N_T,0,0.5395189
18,N_T,1-10,0.356242841
18,N_T,11-20,0.067010309
18,N_T,21-30,0.019473081
18,N_T,31-40,0.008018328
18,N_T,41-50,0.004581901
18,N_T,51-60,0.000572738
18,N_T,61-70,0.001718213
18,N_T,71-80,0.001718213
18,N_T,81-90,0.001145475
18,N_T,91-100,0.0
18,N_T,>100,0.0
19,N_T,0,0.558479532
19,N_T,1-10,0.342105263
19,N_T,11-20,0.066081871
19,N_T,21-30,0.01754386
19,N_T,31-40,0.008187135
19,N_T,41-50,0.001169591
19,N_T,51-60,0.001169591
19,N_T,61-70,0.001754386
19,N_T,71-80,0.001169591
19,N_T,81-90,0.001169591
19,N_T,91-100,0.000584795
19,N_T,>100,0.000584795
20,N_T,0,0.547945205
20,N_T,1-10,0.353051059
20,N_T,11-20,0.060398506
20,N_T,21-30,0.019302615
20,N_T,31-40,0.009339975
20,N_T,41-50,0.003113325
20,N_T,51-60,0.003113325
20,N_T,61-70,0.000622665
20,N_T,71-80,0.000622665
20,N_T,81-90,0.00249066
20,N_T,91-100,0.0
20,N_T,>100,0.0
21,N_T,0,0.559775841
21,N_T,1-10,0.330012453
21,N_T,11-20,0.067870486
21,N_T,21-30,0.01992528
21,N_T,31-40,0.00996264
21,N_T,41-50,0.005603985
21,N_T,51-60,0.00373599
21,N_T,61-70,0.000622665
21,N_T,71-80,0.00124533
21,N_T,81-90,0.0
21,N_T,91-100,0.0
21,N_T,>100,0.00124533
22,N_T,0,0.58018018
22,N_T,1-10,0.324324324
22,N_T,11-20,0.051651652
22,N_T,21-30,0.02042042
22,N_T,31-40,0.01021021
22,N_T,41-50,0.005405405
22,N_T,51-60,0.002402402
22,N_T,61-70,0.004204204
22,N_T,71-80,0.000600601
22,N_T,81-90,0.0
22,N_T,91-100,0.0
22,N_T,>100,0.000600601
23,N_T,0,0.57038835
23,N_T,1-10,0.337985437
23,N_T,11-20,0.063713592
23,N_T,21-30,0.012135922
23,N_T,31-40,0.006674757
23,N_T,41-50,0.003640777
23,N_T,51-60,0.003640777
23,N_T,61-70,0.001820388
23,N_T,71-80,0.0
23,N_T,81-90,0.0
23,N_T,91-100,0.0
23,N_T,>100,0.0
24,N_T,0,0.574705518
24,N_T,1-10,0.329820211
24,N_T,11-20,0.056416615
24,N_T,21-30,0.019218847
24,N_T,31-40,0.007439554
24,N_T,41-50,0.005579665
24,N_T,51-60,0.003099814
24,N_T,61-70,0.001239926
24,N_T,71-80,0.000619963
24,N_T,81-90,0.001239926
24,N_T,91-100,0.000619963
24,N_T,>100,0.0
25,N_T,0,0.567721519
25,N_T,1-10,0.336708861
25,N_T,11-20,0.059493671
25,N_T,21-30,0.017721519
25,N_T,31-40,0.005696203
25,N_T,41-50,0.006962025
25,N_T,51-60,0.000632911
25,N_T,61-70,0.001265823
25,N_T,71-80,0.001265823
25,N_T,81-90,0.0
25,N_T,91-100,0.0
25,N_T,>100,0.002531646
26,N_T,0,0.548846676
26,N_T,1-10,0.335820896
26,N_T,11-20,0.060379919
26,N_T,21-30,0.027137042
26,N_T,31-40,0.011533243
26,N_T,41-50,0.006784261
26,N_T,51-60,0.004070556
26,N_T,61-70,0.001356852
26,N_T,71-80,0.0
26,N_T,81-90,0.001356852
26,N_T,91-100,0.001356852
26,N_T,>100,0.001356852
27,N_T,0,0.563100577
27,N_T,1-10,0.322869955
27,N_T,11-20,0.057014734
27,N_T,21-30,0.02818706
27,N_T,31-40,0.014734145
27,N_T,41-50,0.00640615
27,N_T,51-60,0.003203075
27,N_T,61-70,0.001921845
27,N_T,71-80,0.0
27,N_T,81-90,0.0
27,N_T,91-100,0.0
27,N_T,>100,0.00256246
28,N_T,0,0.555484694
28,N_T,1-10,0.338647959
28,N_T,11-20,0.058035714
28,N_T,21-30,0.024234694
28,N_T,31-40,0.010204082
28,N_T,41-50,0.003826531
28,N_T,51-60,0.00255102
28,N_T,61-70,0.003188776
28,N_T,71-80,0.00127551
28,N_T,81-90,0.000637755
28,N_T,91-100,0.00127551
28,N_T,>100,0.000637755
29,N_T,0,0.5395189
29,N_T,1-10,0.33814433
29,N_T,11-20,0.066666667
29,N_T,21-30,0.029553265
29,N_T,31-40,0.012371134
29,N_T,41-50,0.006185567
29,N_T,51-60,0.00137457
29,N_T,61-70,0.003436426
29,N_T,71-80,0.002061856
29,N_T,81-90,0.0
29,N_T,91-100,0.0
29,N_T,>100,0.000687285
30,N_T,0,0.560546875
30,N_T,1-10,0.328776042
30,N_T,11-20,0.059895833
30,N_T,21-30,0.026041667
30,N_T,31-40,0.009114583
30,N_T,41-50,0.007161458
30,N_T,51-60,0.003255208
30,N_T,61-70,0.001953125
30,N_T,71-80,0.002604167
30,N_T,81-90,0.0
30,N_T,91-100,0.0
30,N_T,>100,0.000651042
1,S_M,0,0.613880743
1,S_M,1-10,0.310361681
1,S_M,11-20,0.029814272
1,S_M,21-30,0.007820137
1,S_M,31-40,0.005376344
1,S_M,41-50,0.002932551
1,S_M,51-60,0.00342131
1,S_M,61-70,0.004887586
1,S_M,71-80,0.002932551
1,S_M,81-90,0.001955034
1,S_M,91-100,0.001466276
1,S_M,>100,0.015151515
2,S_M,0,0.639413989
2,S_M,1-10,0.29536862
2,S_M,11-20,0.02221172
