day;type;range;value
7,Trade,0,0.905660377
7,Trade,1-3,0.075471698
7,Trade,4-6,0.0
7,Trade,7-9,0.0
7,Trade,>9,0.018867925
7,Total,0,0.641509434
7,Total,1-3,0.264150943
7,Total,4-6,0.0
7,Total,7-9,0.056603774
7,Total,>9,0.037735849
8,Message,0,0.634615385
8,Message,1-3,0.288461538
8,Message,4-6,0.019230769
8,Message,7-9,0.0
8,Message,>9,0.057692308
8,Trade,0,0.884615385
8,Trade,1-3,0.096153846
8,Trade,4-6,0.0
8,Trade,7-9,0.019230769
8,Trade,>9,0.0
8,Total,0,0.557692308
8,Total,1-3,0.365384615
8,Total,4-6,0.019230769
8,Total,7-9,0.0
8,Total,>9,0.057692308
9,Message,0,0.567567568
9,Message,1-3,0.351351351
9,Message,4-6,0.0
9,Message,7-9,0.027027027
9,Message,>9,0.054054054
9,Trade,0,0.297297297
9,Trade,1-3,0.513513514
9,Trade,4-6,0.108108108
9,Trade,7-9,0.0
9,Trade,>9,0.081081081
9,Total,0,0.135135135
9,Total,1-3,0.540540541
9,Total,4-6,0.162162162
9,Total,7-9,0.027027027
9,Total,>9,0.135135135
10,Message,0,0.449998875
10,Message,1-3,0.424998938
10,Message,4-6,0.024999938
10,Message,7-9,0.049999875
10,Message,>9,0.049999875
10,Trade,0,0.774998063
10,Trade,1-3,0.1999995
10,Trade,4-6,0.0
10,Trade,7-9,0.0
10,Trade,>9,0.024999938
10,Total,0,0.29999925
10,Total,1-3,0.574998563
10,Total,4-6,0.024999938
10,Total,7-9,0.024999938
10,Total,>9,0.074999813
11,Message,0,0.824561404
11,Message,1-3,0.105263158
11,Message,4-6,0.052631579
11,Message,7-9,0.0
11,Message,>9,0.01754386
11,Trade,0,0.894736842
11,Trade,1-3,0.070175439
11,Trade,4-6,0.01754386
11,Trade,7-9,0.0
11,Trade,>9,0.01754386
11,Total,0,0.736842105
11,Total,1-3,0.175438596
11,Total,4-6,0.052631579
11,Total,7-9,0.0
11,Total,>9,0.035087719
12,Message,0,0.727272727
12,Message,1-3,0.145454545
12,Message,4-6,0.036363636
12,Message,7-9,0.018181818
12,Message,>9,0.072727273
12,Trade,0,0.836363636
12,Trade,1-3,0.109090909
12,Trade,4-6,0.036363636
12,Trade,7-9,0.0
12,Trade,>9,0.018181818
12,Total,0,0.636363636
12,Total,1-3,0.181818182
12,Total,4-6,0.072727273
12,Total,7-9,0.036363636
12,Total,>9,0.072727273
13,Message,0,0.740740741
13,Message,1-3,0.185185185
13,Message,4-6,0.055555556
13,Message,7-9,0.0
13,Message,>9,0.018518519
13,Trade,0,0.814814815
13,Trade,1-3,0.166666667
13,Trade,4-6,0.0
13,Trade,7-9,0.0
13,Trade,>9,0.018518519
13,Total,0,0.592592593
13,Total,1-3,0.314814815
13,Total,4-6,0.055555556
13,Total,7-9,0.0
13,Total,>9,0.037037037
14,Message,0,0.722222222
14,Message,1-3,0.203703704
14,Message,4-6,0.037037037
14,Message,7-9,0.0
14,Message,>9,0.037037037
14,Trade,0,0.888888889
14,Trade,1-3,0.092592593
14,Trade,4-6,0.0
14,Trade,7-9,0.0
14,Trade,>9,0.018518519
14,Total,0,0.703703704
14,Total,1-3,0.185185185
14,Total,4-6,0.074074074
14,Total,7-9,0.0
14,Total,>9,0.037037037
15,Message,0,0.754716981
15,Message,1-3,0.169811321
15,Message,4-6,0.018867925
15,Message,7-9,0.018867925
15,Message,>9,0.037735849
15,Trade,0,0.849056604
15,Trade,1-3,0.075471698
15,Trade,4-6,0.056603774
15,Trade,7-9,0.0
15,Trade,>9,0.018867925
15,Total,0,0.660377358
15,Total,1-3,0.20754717
15,Total,4-6,0.056603774
15,Total,7-9,0.037735849
15,Total,>9,0.037735849
16,Message,0,0.773584906
16,Message,1-3,0.150943396
16,Message,4-6,0.0
16,Message,7-9,0.0
16,Message,>9,0.075471698
16,Trade,0,0.811320755
16,Trade,1-3,0.132075472
16,Trade,4-6,0.018867925
16,Trade,7-9,0.018867925
16,Trade,>9,0.018867925
16,Total,0,0.660377358
16,Total,1-3,0.20754717
16,Total,4-6,0.018867925
16,Total,7-9,0.018867925
16,Total,>9,0.094339623
17,Message,0,0.7
17,Message,1-3,0.2
17,Message,4-6,0.033333333
17,Message,7-9,0.033333333
17,Message,>9,0.033333333
17,Trade,0,0.666666667
17,Trade,1-3,0.2
17,Trade,4-6,0.1
17,Trade,7-9,0.0
17,Trade,>9,0.033333333
17,Total,0,0.5
17,Total,1-3,0.3
17,Total,4-6,0.066666667
17,Total,7-9,0.066666667
17,Total,>9,0.066666667
18,Message,0,0.833333333
18,Message,1-3,0.1
18,Message,4-6,0.05
18,Message,7-9,0.0
18,Message,>9,0.016666667
18,Trade,0,0.866666667
18,Trade,1-3,0.1
18,Trade,4-6,0.016666667
18,Trade,7-9,0.0
18,Trade,>9,0.016666667
18,Total,0,0.75
18,Total,1-3,0.166666667
18,Total,4-6,0.05
18,Total,7-9,0.0
18,Total,>9,0.033333333
19,Message,0,0.470588235
19,Message,1-3,0.352941176
19,Message,4-6,0.117647059
19,Message,7-9,0.058823529
19,Message,>9,0.0
19,Trade,0,0.852941176
19,Trade,1-3,0.117647059
19,Trade,4-6,0.0
19,Trade,7-9,0.0
19,Trade,>9,0.029411765
19,Total,0,0.411764706
19,Total,1-3,0.382352941
19,Total,4-6,0.147058824
19,Total,7-9,0.029411765
19,Total,>9,0.029411765
20,Message,0,0.594594595
20,Message,1-3,0.297297297
20,Message,4-6,0.027027027
20,Message,7-9,0.027027027
20,Message,>9,0.054054054
20,Trade,0,0.945945946
20,Trade,1-3,0.027027027
20,Trade,4-6,0.0
20,Trade,7-9,0.0
20,Trade,>9,0.027027027
20,Total,0,0.594594595
20,Total,1-3,0.297297297
20,Total,4-6,0.0
20,Total,7-9,0.027027027
20,Total,>9,0.081081081
21,Message,0,0.6
21,Message,1-3,0.2
21,Message,4-6,0.066666667
21,Message,7-9,0.1
21,Message,>9,0.033333333
21,Trade,0,0.766666667
21,Trade,1-3,0.166666667
21,Trade,4-6,0.033333333
21,Trade,7-9,0.0
21,Trade,>9,0.033333333
21,Total,0,0.566666667
21,Total,1-3,0.2
21,Total,4-6,0.066666667
21,Total,7-9,0.066666667
21,Total,>9,0.1
22,Message,0,0.59375
22,Message,1-3,0.1875
22,Message,4-6,0.125
22,Message,7-9,0.03125
22,Message,>9,0.0625
22,Trade,0,0.84375
22,Trade,1-3,0.125
22,Trade,4-6,0.0
22,Trade,7-9,0.0
22,Trade,>9,0.03125
22,Total,0,0.53125
22,Total,1-3,0.25
22,Total,4-6,0.09375
22,Total,7-9,0.03125
22,Total,>9,0.09375
23,Message,0,0.785714286
23,Message,1-3,0.125
23,Message,4-6,0.053571429
23,Message,7-9,0.0
23,Message,>9,0.035714286
23,Trade,0,0.928571429
23,Trade,1-3,0.017857143
23,Trade,4-6,0.0
23,Trade,7-9,0.035714286
23,Trade,>9,0.017857143
23,Total,0,0.75
23,Total,1-3,0.125
23,Total,4-6,0.053571429
23,Total,7-9,0.017857143
23,Total,>9,0.053571429
24,Message,0,0.571428571
24,Message,1-3,0.285714286
24,Message,4-6,0.035714286
24,Message,7-9,0.035714286
24,Message,>9,0.071428571
24,Trade,0,0.785714286
24,Trade,1-3,0.178571429
24,Trade,4-6,0.0
24,Trade,7-9,0.0
24,Trade,>9,0.035714286
24,Total,0,0.5
24,Total,1-3,0.321428571
24,Total,4-6,0.071428571
24,Total,7-9,0.035714286
24,Total,>9,0.071428571
25,Message,0,0.666666667
25,Message,1-3,0.266666667
25,Message,4-6,0.0
25,Message,7-9,0.033333333
25,Message,>9,0.033333333
25,Trade,0,0.9
25,Trade,1-3,0.066666667
25,Trade,4-6,0.0
25,Trade,7-9,0.0
25,Trade,>9,0.033333333
25,Total,0,0.633333333
25,Total,1-3,0.3
25,Total,4-6,0.0
25,Total,7-9,0.033333333
25,Total,>9,0.033333333
26,Message,0,0.454545455
26,Message,1-3,0.424242424
26,Message,4-6,0.060606061
26,Message,7-9,0.060606061
26,Message,>9,0.0
26,Trade,0,0.666666667
26,Trade,1-3,0.272727273
26,Trade,4-6,0.03030303
26,Trade,7-9,0.0
26,Trade,>9,0.03030303
26,Total,0,0.272727273
26,Total,1-3,0.545454545
26,Total,4-6,0.060606061
26,Total,7-9,0.090909091
26,Total,>9,0.03030303
27,Message,0,0.701754386
27,Message,1-3,0.175438596
27,Message,4-6,0.070175439
27,Message,7-9,0.0
27,Message,>9,0.052631579
27,Trade,0,0.929824561
27,Trade,1-3,0.052631579
27,Trade,4-6,0.0
27,Trade,7-9,0.0
27,Trade,>9,0.01754386
27,Total,0,0.701754386
27,Total,1-3,0.140350877
27,Total,4-6,0.087719298
27,Total,7-9,0.0
27,Total,>9,0.070175439
28,Message,0,0.34375
28,Message,1-3,0.375
28,Message,4-6,0.125
28,Message,7-9,0.0625
28,Message,>9,0.09375
28,Trade,0,0.84375
28,Trade,1-3,0.125
28,Trade,4-6,0.0
28,Trade,7-9,0.0
28,Trade,>9,0.03125
28,Total,0,0.3125
28,Total,1-3,0.40625
28,Total,4-6,0.125
28,Total,7-9,0.0625
28,Total,>9,0.09375
29,Message,0,0.290322581
29,Message,1-3,0.516129032
29,Message,4-6,0.032258065
29,Message,7-9,0.032258065
29,Message,>9,0.129032258
29,Trade,0,0.741935484
29,Trade,1-3,0.225806452
29,Trade,4-6,0.0
29,Trade,7-9,0.0
29,Trade,>9,0.032258065
29,Total,0,0.258064516
29,Total,1-3,0.483870968
29,Total,4-6,0.096774194
29,Total,7-9,0.032258065
29,Total,>9,0.129032258
30,Message,0,0.716666667
30,Message,1-3,0.166666667
30,Message,4-6,0.033333333
30,Message,7-9,0.0
30,Message,>9,0.083333333
30,Trade,0,0.9
30,Trade,1-3,0.05
30,Trade,4-6,0.016666667
30,Trade,7-9,0.0
30,Trade,>9,0.033333333
30,Total,0,0.683333333
30,Total,1-3,0.166666667
30,Total,4-6,0.066666667
30,Total,7-9,0.0
30,Total,>9,0.083333333
day;type;range;value
1,Message,0,0.563636364
1,Message,1-3,0.254545455
1,Message,4-6,0.072727273
1,Message,7-9,0.036363636
1,Message,>9,0.072727273
1,Trade,0,0.545454545
1,Trade,1-3,0.309090909
1,Trade,4-6,0.072727273
1,Trade,7-9,0.036363636
1,Trade,>9,0.036363636
1,Total,0,0.4
1,Total,1-3,0.254545455
1,Total,4-6,0.163636364
1,Total,7-9,0.054545455
1,Total,>9,0.127272727
2,Message,0,0.592592593
2,Message,1-3,0.240740741
2,Message,4-6,0.092592593
2,Message,7-9,0.018518519
2,Message,>9,0.055555556
2,Trade,0,0.648148148
2,Trade,1-3,0.259259259
2,Trade,4-6,0.055555556
2,Trade,7-9,0.018518519
2,Trade,>9,0.018518519
2,Total,0,0.462962963
2,Total,1-3,0.277777778
2,Total,4-6,0.166666667
2,Total,7-9,0.0
2,Total,>9,0.092592593
3,Message,0,0.627118644
3,Message,1-3,0.220338983
3,Message,4-6,0.050847458
3,Message,7-9,0.0
3,Message,>9,0.101694915
3,Trade,0,0.779661017
3,Trade,1-3,0.169491525
3,Trade,4-6,0.033898305
3,Trade,7-9,0.0
3,Trade,>9,0.016949153
3,Total,0,0.525423729
3,Total,1-3,0.305084746
3,Total,4-6,0.033898305
3,Total,7-9,0.016949153
3,Total,>9,0.118644068
4,Message,0,0.677966102
4,Message,1-3,0.220338983
4,Message,4-6,0.033898305
4,Message,7-9,0.050847458
4,Message,>9,0.016949153
4,Trade,0,0.711864407
4,Trade,1-3,0.203389831
4,Trade,4-6,0.033898305
4,Trade,7-9,0.0
4,Trade,>9,0.050847458
4,Total,0,0.559322034
4,Total,1-3,0.271186441
4,Total,4-6,0.06779661
4,Total,7-9,0.050847458
4,Total,>9,0.050847458
5,Message,0,0.706896552
5,Message,1-3,0.189655172
5,Message,4-6,0.051724138
5,Message,7-9,0.0
5,Message,>9,0.051724138
5,Trade,0,0.810344828
5,Trade,1-3,0.137931034
5,Trade,4-6,0.034482759
5,Trade,7-9,0.017241379
5,Trade,>9,0.0
5,Total,0,0.603448276
5,Total,1-3,0.24137931
5,Total,4-6,0.068965517
5,Total,7-9,0.034482759
5,Total,>9,0.051724138
6,Message,0,0.661016949
6,Message,1-3,0.186440678
6,Message,4-6,0.016949153
6,Message,7-9,0.06779661
6,Message,>9,0.06779661
6,Trade,0,0.661016949
6,Trade,1-3,0.186440678
6,Trade,4-6,0.050847458
6,Trade,7-9,0.0
6,Trade,>9,0.101694915
6,Total,0,0.525423729
6,Total,1-3,0.203389831
6,Total,4-6,0.084745763
6,Total,7-9,0.016949153
6,Total,>9,0.169491525
7,Message,0,0.610169492
7,Message,1-3,0.288135593
7,Message,4-6,0.016949153
7,Message,7-9,0.0
7,Message,>9,0.084745763
7,Trade,0,0.644067797
7,Trade,1-3,0.271186441
7,Trade,4-6,0.050847458
7,Trade,7-9,0.033898305
7,Trade,>9,0.0
7,Total,0,0.457627119
7,Total,1-3,0.305084746
7,Total,4-6,0.152542373
7,Total,7-9,0.0
7,Total,>9,0.084745763
8,Message,0,0.655172414
8,Message,1-3,0.24137931
8,Message,4-6,0.034482759
8,Message,7-9,0.017241379
8,Message,>9,0.051724138
8,Trade,0,0.844827586
8,Trade,1-3,0.137931034
8,Trade,4-6,0.017241379
8,Trade,7-9,0.0
8,Trade,>9,0.0
8,Total,0,0.603448276
8,Total,1-3,0.25862069
8,Total,4-6,0.034482759
8,Total,7-9,0.051724138
8,Total,>9,0.051724138
9,Message,0,0.49122807
9,Message,1-3,0.210526316
9,Message,4-6,0.070175439
9,Message,7-9,0.01754386
9,Message,>9,0.210526316
9,Trade,0,0.614035088
9,Trade,1-3,0.315789474
9,Trade,4-6,0.052631579
9,Trade,7-9,0.01754386
9,Trade,>9,0.0
9,Total,0,0.438596491
9,Total,1-3,0.175438596
9,Total,4-6,0.105263158
9,Total,7-9,0.052631579
9,Total,>9,0.228070175
10,Message,0,0.527271769
10,Message,1-3,0.290908562
10,Message,4-6,0.109090711
10,Message,7-9,0.0
10,Message,>9,0.07272714
10,Trade,0,0.78181676
10,Trade,1-3,0.163636066
10,Trade,4-6,0.054545355
10,Trade,7-9,0.0
10,Trade,>9,0.0
10,Total,0,0.490908198
10,Total,1-3,0.272726777
10,Total,4-6,0.145454281
10,Total,7-9,0.018181785
10,Total,>9,0.07272714
11,Message,0,0.631578947
11,Message,1-3,0.210526316
11,Message,4-6,0.052631579
11,Message,7-9,0.035087719
11,Message,>9,0.070175439
11,Trade,0,0.789473684
11,Trade,1-3,0.175438596
11,Trade,4-6,0.01754386
11,Trade,7-9,0.01754386
11,Trade,>9,0.0
11,Total,0,0.561403509
11,Total,1-3,0.228070175
11,Total,4-6,0.087719298
11,Total,7-9,0.035087719
11,Total,>9,0.087719298
12,Message,0,0.642857143
12,Message,1-3,0.214285714
12,Message,4-6,0.053571429
12,Message,7-9,0.0
12,Message,>9,0.089285714
12,Trade,0,0.803571429
12,Trade,1-3,0.125
12,Trade,4-6,0.017857143
12,Trade,7-9,0.053571429
12,Trade,>9,0.0
12,Total,0,0.517857143
12,Total,1-3,0.267857143
12,Total,4-6,0.053571429
12,Total,7-9,0.071428571
12,Total,>9,0.089285714
13,Message,0,0.581818182
13,Message,1-3,0.2
13,Message,4-6,0.036363636
13,Message,7-9,0.018181818
13,Message,>9,0.163636364
13,Trade,0,0.818181818
13,Trade,1-3,0.163636364
13,Trade,4-6,0.018181818
13,Trade,7-9,0.0
13,Trade,>9,0.0
13,Total,0,0.490909091
13,Total,1-3,0.254545455
13,Total,4-6,0.072727273
13,Total,7-9,0.018181818
13,Total,>9,0.163636364
14,Message,0,0.462962963
14,Message,1-3,0.277777778
14,Message,4-6,0.148148148
14,Message,7-9,0.0
14,Message,>9,0.111111111
14,Trade,0,0.388888889
14,Trade,1-3,0.407407407
14,Trade,4-6,0.111111111
14,Trade,7-9,0.074074074
14,Trade,>9,0.018518519
14,Total,0,0.259259259
14,Total,1-3,0.37037037
14,Total,4-6,0.12962963
14,Total,7-9,0.037037037
14,Total,>9,0.203703704
15,Message,0,0.566037736
15,Message,1-3,0.20754717
15,Message,4-6,0.056603774
15,Message,7-9,0.037735849
15,Message,>9,0.132075472
15,Trade,0,0.603773585
15,Trade,1-3,0.301886792
15,Trade,4-6,0.056603774
15,Trade,7-9,0.0
15,Trade,>9,0.037735849
15,Total,0,0.41509434
15,Total,1-3,0.301886792
15,Total,4-6,0.094339623
15,Total,7-9,0.018867925
15,Total,>9,0.169811321
16,Message,0,0.396226415
16,Message,1-3,0.301886792
16,Message,4-6,0.094339623
16,Message,7-9,0.056603774
16,Message,>9,0.150943396
16,Trade,0,0.716981132
16,Trade,1-3,0.188679245
16,Trade,4-6,0.056603774
16,Trade,7-9,0.018867925
16,Trade,>9,0.018867925
16,Total,0,0.377358491
16,Total,1-3,0.283018868
16,Total,4-6,0.094339623
16,Total,7-9,0.037735849
16,Total,>9,0.20754717
17,Message,0,0.528301887
17,Message,1-3,0.264150943
17,Message,4-6,0.018867925
17,Message,7-9,0.056603774
17,Message,>9,0.132075472
17,Trade,0,0.641509434
17,Trade,1-3,0.20754717
17,Trade,4-6,0.075471698
17,Trade,7-9,0.037735849
17,Trade,>9,0.037735849
17,Total,0,0.41509434
17,Total,1-3,0.301886792
17,Total,4-6,0.037735849
17,Total,7-9,0.037735849
17,Total,>9,0.20754717
18,Message,0,0.509803922
18,Message,1-3,0.274509804
18,Message,4-6,0.039215686
18,Message,7-9,0.058823529
18,Message,>9,0.117647059
18,Trade,0,0.529411765
18,Trade,1-3,0.294117647
18,Trade,4-6,0.117647059
18,Trade,7-9,0.039215686
18,Trade,>9,0.019607843
18,Total,0,0.31372549
18,Total,1-3,0.333333333
18,Total,4-6,0.137254902
18,Total,7-9,0.0
18,Total,>9,0.215686275
19,Message,0,0.48
19,Message,1-3,0.18
19,Message,4-6,0.06
19,Message,7-9,0.12
19,Message,>9,0.16
19,Trade,0,0.84
19,Trade,1-3,0.08
19,Trade,4-6,0.06
19,Trade,7-9,0.02
19,Trade,>9,0.0
19,Total,0,0.44
19,Total,1-3,0.18
19,Total,4-6,0.06
19,Total,7-9,0.12
19,Total,>9,0.2
20,Message,0,0.565217391
20,Message,1-3,0.173913043
20,Message,4-6,0.043478261
20,Message,7-9,0.086956522
20,Message,>9,0.130434783
20,Trade,0,0.782608696
20,Trade,1-3,0.086956522
20,Trade,4-6,0.108695652
20,Trade,7-9,0.02173913
20,Trade,>9,0.0
20,Total,0,0.5
20,Total,1-3,0.173913043
20,Total,4-6,0.108695652
20,Total,7-9,0.02173913
20,Total,>9,0.195652174
21,Message,0,0.553191489
21,Message,1-3,0.191489362
21,Message,4-6,0.085106383
21,Message,7-9,0.042553191
21,Message,>9,0.127659574
21,Trade,0,0.787234043
21,Trade,1-3,0.085106383
21,Trade,4-6,0.106382979
21,Trade,7-9,0.0
21,Trade,>9,0.021276596
21,Total,0,0.489361702
21,Total,1-3,0.212765957
21,Total,4-6,0.085106383
21,Total,7-9,0.063829787
21,Total,>9,0.14893617
22,Message,0,0.553191489
22,Message,1-3,0.255319149
22,Message,4-6,0.063829787
22,Message,7-9,0.021276596
22,Message,>9,0.106382979
22,Trade,0,0.765957447
22,Trade,1-3,0.212765957
22,Trade,4-6,0.0
22,Trade,7-9,0.021276596
22,Trade,>9,0.0
22,Total,0,0.531914894
22,Total,1-3,0.212765957
22,Total,4-6,0.127659574
22,Total,7-9,0.021276596
22,Total,>9,0.106382979
23,Message,0,0.363636364
23,Message,1-3,0.545454545
23,Message,4-6,0.045454545
23,Message,7-9,0.0
23,Message,>9,0.045454545
23,Trade,0,0.863636364
23,Trade,1-3,0.090909091
23,Trade,4-6,0.045454545
23,Trade,7-9,0.0
23,Trade,>9,0.0
23,Total,0,0.318181818
23,Total,1-3,0.545454545
23,Total,4-6,0.090909091
23,Total,7-9,0.0
23,Total,>9,0.045454545
24,Message,0,0.673913043
24,Message,1-3,0.217391304
24,Message,4-6,0.02173913
24,Message,7-9,0.0
24,Message,>9,0.086956522
24,Trade,0,0.934782609
24,Trade,1-3,0.065217391
24,Trade,4-6,0.0
24,Trade,7-9,0.0
24,Trade,>9,0.0
24,Total,0,0.652173913
24,Total,1-3,0.195652174
24,Total,4-6,0.065217391
24,Total,7-9,0.0
24,Total,>9,0.086956522
25,Message,0,0.630434783
25,Message,1-3,0.260869565
25,Message,4-6,0.043478261
25,Message,7-9,0.0
25,Message,>9,0.065217391
25,Trade,0,0.869565217
25,Trade,1-3,0.086956522
25,Trade,4-6,0.02173913
25,Trade,7-9,0.0
25,Trade,>9,0.02173913
25,Total,0,0.565217391
25,Total,1-3,0.326086957
25,Total,4-6,0.043478261
25,Total,7-9,0.0
25,Total,>9,0.065217391
26,Message,0,0.739130435
26,Message,1-3,0.152173913
26,Message,4-6,0.0
26,Message,7-9,0.0
26,Message,>9,0.108695652
26,Trade,0,0.826086957
26,Trade,1-3,0.108695652
26,Trade,4-6,0.043478261
26,Trade,7-9,0.02173913
26,Trade,>9,0.0
26,Total,0,0.673913043
26,Total,1-3,0.195652174
26,Total,4-6,0.02173913
26,Total,7-9,0.0
26,Total,>9,0.108695652
27,Message,0,0.617021277
27,Message,1-3,0.212765957
27,Message,4-6,0.106382979
27,Message,7-9,0.0
27,Message,>9,0.063829787
27,Trade,0,0.787234043
27,Trade,1-3,0.170212766
27,Trade,4-6,0.042553191
27,Trade,7-9,0.0
27,Trade,>9,0.0
27,Total,0,0.531914894
27,Total,1-3,0.234042553
27,Total,4-6,0.127659574
27,Total,7-9,0.021276596
27,Total,>9,0.085106383
28,Message,0,0.659574468
28,Message,1-3,0.170212766
28,Message,4-6,0.042553191
28,Message,7-9,0.042553191
28,Message,>9,0.085106383
28,Trade,0,0.872340426
28,Trade,1-3,0.127659574
28,Trade,4-6,0.0
28,Trade,7-9,0.0
28,Trade,>9,0.0
28,Total,0,0.553191489
28,Total,1-3,0.276595745
28,Total,4-6,0.042553191
28,Total,7-9,0.042553191
28,Total,>9,0.085106383
29,Message,0,0.5
29,Message,1-3,0.458333333
29,Message,4-6,0.0
29,Message,7-9,0.0
29,Message,>9,0.041666667
29,Trade,0,0.958333333
29,Trade,1-3,0.041666667
29,Trade,4-6,0.0
29,Trade,7-9,0.0
29,Trade,>9,0.0
29,Total,0,0.458333333
29,Total,1-3,0.5
29,Total,4-6,0.0
29,Total,7-9,0.0
29,Total,>9,0.041666667
30,Message,0,0.622222222
30,Message,1-3,0.311111111
30,Message,4-6,0.022222222
30,Message,7-9,0.0
30,Message,>9,0.044444444
30,Trade,0,0.888888889
30,Trade,1-3,0.066666667
30,Trade,4-6,0.044444444
30,Trade,7-9,0.0
30,Trade,>9,0.0
30,Total,0,0.577777778
30,Total,1-3,0.311111111
30,Total,4-6,0.066666667
30,Total,7-9,0.0
30,Total,>9,0.044444444
day;type;range;value
1,Message,0,0.84375
1,Message,1-3,0.15625
1,Message,4-6,0.0
1,Message,7-9,0.0
1,Message,>9,0.0
1,Trade,0,0.8125
1,Trade,1-3,0.125
1,Trade,4-6,0.03125
1,Trade,7-9,0.03125
1,Trade,>9,0.0
1,Total,0,0.6875
1,Total,1-3,0.25
1,Total,4-6,0.03125
1,Total,7-9,0.03125
1,Total,>9,0.0
2,Message,0,0.838709677
2,Message,1-3,0.096774194
2,Message,4-6,0.064516129
2,Message,7-9,0.0
2,Message,>9,0.0
2,Trade,0,0.741935484
2,Trade,1-3,0.225806452
2,Trade,4-6,0.032258065
2,Trade,7-9,0.0
2,Trade,>9,0.0
2,Total,0,0.612903226
2,Total,1-3,0.290322581
2,Total,4-6,0.064516129
2,Total,7-9,0.032258065
2,Total,>9,0.0
3,Message,0,0.676470588
3,Message,1-3,0.294117647
3,Message,4-6,0.0
3,Message,7-9,0.029411765
3,Message,>9,0.0
3,Trade,0,0.823529412
3,Trade,1-3,0.147058824
3,Trade,4-6,0.029411765
3,Trade,7-9,0.0
3,Trade,>9,0.0
3,Total,0,0.558823529
3,Total,1-3,0.352941176
3,Total,4-6,0.058823529
3,Total,7-9,0.029411765
3,Total,>9,0.0
4,Message,0,0.8
4,Message,1-3,0.1
4,Message,4-6,0.033333333
4,Message,7-9,0.066666667
4,Message,>9,0.0
4,Trade,0,0.733333333
4,Trade,1-3,0.2
4,Trade,4-6,0.066666667
4,Trade,7-9,0.0
4,Trade,>9,0.0
4,Total,0,0.566666667
4,Total,1-3,0.3
4,Total,4-6,0.066666667
4,Total,7-9,0.033333333
4,Total,>9,0.033333333
5,Message,0,0.777777778
5,Message,1-3,0.222222222
5,Message,4-6,0.0
5,Message,7-9,0.0
5,Message,>9,0.0
5,Trade,0,0.888888889
5,Trade,1-3,0.111111111
5,Trade,4-6,0.0
5,Trade,7-9,0.0
5,Trade,>9,0.0
5,Total,0,0.666666667
5,Total,1-3,0.333333333
5,Total,4-6,0.0
5,Total,7-9,0.0
5,Total,>9,0.0
6,Message,0,0.853658537
6,Message,1-3,0.073170732
6,Message,4-6,0.024390244
6,Message,7-9,0.0
6,Message,>9,0.048780488
6,Trade,0,0.853658537
